Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTransferEpRet	StdTransferEpRet	MaxTransferEpRet	MinTransferEpRet	AverageRandomEpRet	StdRandomEpRet	MaxRandomEpRet	MinRandomEpRet	AverageAdvEpRet	StdAdvEpRet	MaxAdvEpRet	MinAdvEpRet	EpLen	TestEpLen	TransferEpLen	RandomEpLen	AdvEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
66	2.2009332	255.35895	61.179638	-2338.5945	1569.732	82.43988	1660.0966	1459.4003	-60.722393	8.353473	-46.997402	-74.62391	1567.0813	77.86102	1736.4417	1435.589	1569.6858	54.756702	1662.9777	1459.9916	46.523254	1000.0	29.6	1000.0	1000.0	263999	17.163582	92.35338	1342.4637	-826.2744	17.157803	92.398674	1357.3506	-818.50696	-23.533926	266.8383	6354.039954900742
67	35.06925	27.176052	79.72168	-51.196712	1582.6212	63.587456	1654.1958	1456.6077	-74.35103	18.593195	-52.825935	-107.61384	1540.6638	70.64959	1653.6625	1448.3335	1602.3601	49.92849	1654.9084	1551.4287	45.804596	1000.0	31.8	1000.0	1000.0	267999	15.804257	92.91305	1228.3044	-898.1671	15.796304	93.00464	1211.2078	-928.1536	-22.93223	259.92444	6451.037970304489
68	38.371063	27.679459	78.48289	-48.15984	1604.1604	48.780315	1666.1239	1561.4635	-74.39168	19.529356	-39.457912	-111.85648	1597.9592	91.5329	1738.3732	1438.6804	1652.169	54.125214	1762.1068	1558.7744	49.0	1000.0	32.3	1000.0	1000.0	271999	15.155156	92.77557	1221.3312	-989.9502	15.149914	92.83809	1228.4064	-1039.1471	-22.566631	280.86267	6547.691205024719
69	40.5737	112.155685	962.40826	-83.607315	1575.049	60.302288	1657.3308	1457.3921	-80.02678	27.91429	-56.288864	-134.17653	1598.4456	79.910126	1739.92	1536.0477	1595.1282	49.42222	1656.4719	1552.6199	52.55263	1000.0	32.9	1000.0	1000.0	275999	14.348871	87.41264	1147.5586	-1050.8508	14.346566	87.47817	1138.2625	-1056.8744	-21.88331	268.086	6647.2854590415955
70	31.60872	28.540293	88.02803	-74.004555	1597.1517	65.90194	1757.329	1555.4509	-63.151726	12.996774	-43.271355	-86.510605	1613.073	75.32014	1733.1559	1531.4335	1616.1758	65.27834	1753.4193	1555.9792	50.848103	1000.0	28.7	1000.0	1000.0	279999	12.324596	79.37096	1087.5209	-884.35785	12.318695	79.40242	1099.3458	-925.4925	-19.690598	243.4867	6744.1259644031525
71	31.294735	25.86832	78.920105	-56.564022	1583.1538	88.05997	1765.3694	1461.6332	-64.570755	20.04039	-36.95033	-102.23464	1574.3391	78.48909	1745.6221	1442.7762	1613.3297	50.114918	1665.5084	1561.2078	48.707317	1000.0	26.5	1000.0	1000.0	283999	11.096098	73.9633	1001.1106	-995.4198	11.09194	74.01617	991.8296	-956.2424	-18.03631	250.84828	6848.7436945438385
72	-32.722332	620.21497	77.7778	-5254.3457	1617.0553	49.33711	1668.2573	1566.6543	-73.96386	18.360382	-50.878242	-110.71497	1581.168	79.9075	1739.9585	1441.5522	1606.6741	67.11886	1768.4172	1563.3231	55.333332	1000.0	31.5	1000.0	1000.0	287999	10.342025	69.4854	949.21704	-929.8707	10.337747	69.54006	958.6492	-883.02155	-16.954355	207.70613	6945.20978474617
73	-10.852975	409.74506	69.67966	-3736.159	1625.2693	79.05769	1766.1019	1555.7771	-62.1874	11.621107	-50.317608	-93.01352	1604.1472	48.91421	1646.2125	1542.5757	1616.2356	90.74672	1766.9056	1468.3302	48.059525	1000.0	25.1	1000.0	1000.0	291999	8.07114	61.979923	874.39026	-1016.36786	8.063062	62.030872	871.14996	-1058.9097	-14.1688	221.64229	7045.657028913498
74	34.413986	23.289305	90.06575	-28.346796	1615.8397	50.50486	1667.7582	1563.0042	-77.54597	26.862713	-51.95145	-142.80116	1621.0515	39.59921	1644.47	1540.4225	1584.3479	38.954952	1662.2563	1561.37	47.440475	1000.0	31.6	1000.0	1000.0	295999	5.5518126	54.28916	777.25385	-958.406	5.551535	54.318157	762.01764	-873.1498	-11.411458	193.77188	7143.42245221138
75	39.95223	24.851427	76.60311	-57.62628	1592.8768	78.70667	1766.8938	1463.4304	-69.67323	20.631046	-51.014717	-112.58251	1563.7732	63.917583	1732.7692	1530.5985	1622.5692	67.02204	1762.8271	1559.5264	47.14118	1000.0	35.0	1000.0	1000.0	299999	4.693866	49.448833	697.0383	-976.68005	4.68875	49.479027	702.3129	-990.8176	-10.529246	157.11014	7239.518847703934
76	34.865845	26.531864	80.86828	-91.37424	1598.1868	49.01847	1659.1611	1553.2904	-58.694714	12.615412	-34.24787	-75.7717	1595.9541	80.067955	1744.3572	1446.9404	1567.7415	53.37524	1657.3342	1457.9138	47.32143	1000.0	31.7	1000.0	1000.0	303999	4.786071	47.11978	694.22955	-1037.8612	4.782496	47.168705	703.17725	-1058.8024	-11.039302	252.35858	7335.680058002472
77	36.40523	23.181686	79.57254	-76.76689	1600.2126	46.982388	1672.7118	1566.7694	-64.94799	19.174078	-45.187935	-101.1606	1576.1204	45.833294	1646.6509	1543.8701	1590.2742	60.426548	1673.279	1469.9644	47.940475	1000.0	32.1	1000.0	1000.0	307999	5.2798176	44.841347	686.14484	-1157.6776	5.2742143	44.893753	670.52783	-1121.0632	-11.229671	200.78691	7434.98122382164
78	49.997272	19.388956	82.88182	-18.098574	1626.1887	92.461395	1768.0215	1462.63	-83.34082	37.984657	-42.18208	-170.68462	1625.3483	61.24182	1744.5411	1541.6713	1607.416	91.75913	1767.5145	1465.8921	52.644737	1000.0	37.7	1000.0	1000.0	311999	5.2342553	44.069164	664.5334	-1143.9692	5.2279177	44.10937	689.9526	-1077.388	-10.890043	174.80081	7530.939335823059
79	-2.811236	345.88586	68.59215	-2972.5234	1580.9148	74.78886	1760.593	1459.0012	-68.9729	18.76569	-40.921432	-104.19246	1558.6628	60.553524	1640.7034	1438.3641	1620.001	49.75607	1663.3665	1557.5084	53.253334	1000.0	32.4	1000.0	1000.0	315999	4.286998	44.873264	622.11694	-1235.0962	4.279961	44.957188	646.3193	-1261.7964	-9.806975	219.33978	7627.083359718323
80	38.097355	20.039492	74.86801	-27.619799	1577.8877	46.58904	1650.3177	1544.8114	-82.943054	24.747128	-40.130573	-132.35101	1592.8367	91.90184	1735.1746	1430.5026	1607.48	80.65096	1749.1875	1543.8303	47.17857	1000.0	34.2	1000.0	1000.0	319999	3.490543	45.18892	638.7673	-1206.5471	3.4865222	45.23597	650.7162	-1284.2075	-9.06536	213.62741	7726.546915769577
81	23.480469	27.956448	62.59965	-151.89687	1604.471	91.41327	1765.5458	1462.5902	-70.95671	20.321823	-46.950752	-109.53214	1544.2656	83.52069	1734.6974	1433.6425	1563.863	64.326004	1665.7655	1458.2516	43.258064	1000.0	34.1	1000.0	1000.0	323999	1.6397263	49.90583	563.9251	-1169.6407	1.6332545	49.968178	545.81915	-1192.939	-7.5190253	240.27234	7822.904220342636
82	39.130985	21.857346	85.68366	-21.047056	1585.0491	75.291275	1766.3812	1463.7589	-70.22426	21.45612	-33.64408	-108.536095	1582.2842	91.04078	1741.9896	1441.6952	1636.3958	64.19619	1766.8662	1564.8389	48.914635	1000.0	36.6	1000.0	1000.0	327999	-0.36157626	54.176777	561.28687	-1348.8534	-0.36807212	54.23807	561.23596	-1313.9451	-5.7401867	272.21106	7918.440094709396
83	37.615047	25.984058	73.79055	-76.687416	1570.5818	63.593353	1673.4365	1468.1932	-66.72321	16.461996	-42.259216	-103.219505	1568.1224	87.255196	1748.1033	1446.8453	1671.8223	78.350494	1774.7471	1569.3274	48.409637	1000.0	35.8	1000.0	1000.0	331999	-0.2185747	54.735485	483.60236	-1329.1917	-0.22754484	54.774757	473.44733	-1458.9991	-5.7525673	275.78284	8020.466104984283
84	39.284046	29.883589	92.01271	-96.05141	1573.626	40.079582	1655.6508	1551.7086	-64.22035	26.663609	-27.114882	-126.38184	1572.3345	60.78104	1655.0573	1451.6256	1593.1926	81.01926	1756.4814	1449.6542	47.46988	1000.0	35.6	1000.0	1000.0	335999	0.32470736	55.417847	494.8567	-1353.5597	0.31622782	55.47594	521.0544	-1316.1268	-6.068046	241.78906	8117.269408941269
85	34.703644	23.584587	76.465034	-51.311817	1556.0227	69.02051	1665.6595	1466.9385	-70.84929	13.597414	-42.008068	-89.1488	1632.5349	78.72516	1736.1779	1526.8326	1597.6804	45.57361	1669.1152	1566.2549	44.164837	1000.0	36.2	1000.0	1000.0	339999	0.64150494	58.37585	454.2299	-1404.8103	0.6319988	58.42595	462.26605	-1434.9451	-6.3340883	218.6436	8214.188712120056
86	34.576946	22.850655	80.89335	-56.797028	1582.4597	74.96505	1763.563	1465.085	-73.551094	25.670698	-48.67696	-140.15579	1588.3068	79.13874	1728.6202	1527.6344	1652.2574	70.03617	1763.1849	1560.8248	43.72826	1000.0	35.4	1000.0	1000.0	343999	-0.32310534	59.750782	422.23483	-1405.8483	-0.330245	59.79975	423.60376	-1397.6329	-5.26467	261.1102	8310.588846445084
87	33.856743	28.274689	69.932594	-44.97337	1575.6998	60.476418	1656.6791	1453.0094	-71.975784	16.355795	-43.52877	-100.12727	1557.5756	59.768322	1641.7089	1437.9131	1624.6521	90.4058	1755.659	1453.998	47.963856	1000.0	30.9	1000.0	1000.0	347999	-1.0758915	60.62889	424.35764	-1342.9799	-1.0801938	60.67901	376.2374	-1327.2402	-4.46641	237.39642	8408.073035478592
88	38.210476	25.627506	82.09543	-62.063793	1563.0427	63.081215	1665.2518	1461.0365	-74.21895	28.852211	-46.030334	-134.33727	1520.4467	54.184353	1628.9127	1427.9164	1642.6494	60.167793	1762.4734	1561.096	46.08046	1000.0	33.5	1000.0	1000.0	351999	-1.2458009	64.279884	337.89124	-1388.6772	-1.2517558	64.327736	338.63956	-1412.9111	-4.229891	208.47412	8505.756771087646
89	38.6652	22.229168	83.49801	-58.828156	1590.7094	63.93886	1662.9664	1459.8674	-67.662605	14.774569	-48.16322	-104.61215	1610.4607	74.347404	1728.5082	1528.9076	1610.7546	102.42223	1761.9421	1462.564	44.01099	1000.0	30.8	1000.0	1000.0	355999	-0.83676916	64.2441	327.88776	-1361.0342	-0.8397666	64.2696	348.2732	-1361.162	-4.4669275	229.14342	8601.805175542831
90	59.67061	168.77762	1517.9249	-47.21864	1585.5332	58.77976	1664.4344	1467.8135	-72.10519	20.507004	-45.262936	-108.85759	1551.66	58.966595	1630.5302	1432.69	1585.2653	38.728065	1664.4156	1562.5037	51.688313	1000.0	33.5	1000.0	1000.0	359999	-1.5518885	68.27459	433.08557	-1461.0642	-1.5565618	68.28265	394.02347	-1434.5027	-3.6493804	237.78062	8698.898347854614
91	48.21232	22.362003	102.54622	-49.7134	1605.6877	49.93627	1667.912	1562.9994	-58.68586	9.095308	-42.960693	-74.30809	1562.1561	86.54466	1743.9733	1444.1692	1615.5199	50.81071	1668.3427	1563.344	50.1875	1000.0	31.1	1000.0	1000.0	363999	-0.6758778	67.915375	534.122	-1505.4547	-0.672244	67.95729	506.4154	-1428.2878	-4.2765646	212.9976	8795.332365751266
92	39.85978	24.157862	81.43518	-41.29866	1621.919	45.995132	1654.794	1550.624	-75.98988	30.791224	-39.929573	-153.05923	1561.5819	75.55424	1642.8899	1437.1506	1622.533	78.84732	1752.5188	1549.9788	46.964706	1000.0	37.3	1000.0	1000.0	367999	-0.62989557	69.534485	605.66516	-1406.9163	-0.62999016	69.54443	584.76245	-1413.7849	-4.6692266	269.9095	8901.580502271652
93	42.63121	15.954101	63.65556	-15.705052	1598.1367	77.895744	1768.4135	1468.3578	-58.161903	14.287415	-40.46989	-92.01593	1559.6553	46.436615	1631.9851	1526.7793	1557.3782	55.136368	1671.6992	1465.7871	49.592594	1000.0	28.0	1000.0	1000.0	371999	-0.09527103	68.45524	609.93	-1398.3947	-0.095201544	68.42533	653.539	-1396.9752	-5.426208	258.2176	8997.753846883774
94	38.750122	20.133667	106.268265	-10.519514	1671.6869	47.617268	1773.0891	1560.9241	-69.686775	16.345488	-50.434486	-102.29563	1551.0112	64.22172	1621.4154	1417.1788	1624.7773	67.90487	1677.4954	1472.7633	47.270588	1000.0	33.2	1000.0	1000.0	375999	0.38886246	67.96104	610.60834	-1318.297	0.38604566	67.97	646.73987	-1338.9105	-5.790093	229.53416	9093.479724407196
95	41.023037	19.56394	79.15445	-19.835012	1607.3767	92.94425	1758.7506	1453.2848	-65.48943	27.341606	-39.541565	-116.95041	1577.7488	65.1573	1650.2125	1444.246	1609.0889	80.975426	1758.6412	1458.4855	48.621952	1000.0	30.8	1000.0	1000.0	379999	1.2630225	66.13583	690.11365	-1378.0247	1.2624176	66.14955	702.11255	-1336.7264	-6.425446	244.19553	9190.911754131317
96	41.788795	22.98906	85.3269	-17.325216	1594.8162	64.230675	1667.6288	1462.3802	-66.15922	24.143187	-36.299168	-105.0684	1584.3042	49.20963	1646.6338	1542.2858	1614.359	92.47066	1767.2102	1463.7511	50.455696	1000.0	34.8	1000.0	1000.0	383999	1.5799717	64.38788	687.06915	-1340.0837	1.576553	64.39517	694.1446	-1295.7726	-6.4325986	217.27635	9287.59162569046
97	42.258156	20.951565	83.30039	-31.803095	1609.8528	67.98007	1760.3884	1555.7094	-70.11783	30.343538	-26.6935	-122.866455	1556.3098	77.88323	1742.6348	1427.632	1619.5714	80.92107	1759.0359	1457.7012	51.24359	1000.0	35.3	1000.0	1000.0	387999	2.4079177	61.36334	744.0645	-1285.9855	2.4017537	61.388557	749.0135	-1303.4739	-7.231848	203.59103	9384.651820659637
98	34.64943	19.188171	66.0234	-19.760847	1634.4998	103.69179	1769.2587	1450.576	-73.15501	22.933598	-35.47659	-108.36555	1509.0166	54.17999	1619.0168	1417.0498	1601.4163	80.07455	1668.1046	1456.8489	46.88372	1000.0	40.6	1000.0	1000.0	391999	3.0631607	61.096798	766.0929	-1281.0654	3.0627234	61.160038	730.3013	-1420.4099	-8.06448	202.51353	9482.175490617752
99	35.802254	25.674726	101.284134	-26.544233	1594.1179	101.717155	1765.836	1458.962	-85.47996	22.588406	-54.385525	-138.10077	1529.0496	94.487625	1619.7904	1318.748	1605.8114	81.18707	1669.5338	1461.3944	50.0125	1000.0	38.5	1000.0	1000.0	395999	4.0828767	60.902893	804.5026	-1330.5826	4.0814123	60.93239	817.2077	-1332.805	-9.142559	195.13326	9578.76099038124
100	44.458828	20.76932	78.54893	-33.555977	1663.2969	77.26105	1764.9269	1561.1431	-55.997383	14.05413	-36.168274	-82.65641	1605.7928	90.28834	1746.253	1447.669	1602.894	66.741035	1762.9363	1561.0002	51.727272	1000.0	36.6	1000.0	1000.0	399999	5.39066	59.705463	922.4624	-1275.7668	5.3885493	59.711926	919.1924	-1275.8601	-10.496291	171.1159	9677.950788974762
