Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTransferEpRet	StdTransferEpRet	MaxTransferEpRet	MinTransferEpRet	AverageRandomEpRet	StdRandomEpRet	MaxRandomEpRet	MinRandomEpRet	AverageAdvEpRet	StdAdvEpRet	MaxAdvEpRet	MinAdvEpRet	EpLen	TestEpLen	TransferEpLen	RandomEpLen	AdvEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
34	605.2493	26.460102	635.5092	563.26855	267.7607	98.281296	403.03473	165.61234	448.3334	160.61092	614.1708	152.63899	-10.167121	2.1849148	-7.0596905	-13.501351	227.34212	96.640495	446.46976	157.46587	1000.0	417.5	738.9	16.2	364.6	135999	104.20175	20.28918	118.47846	-54.749535	104.20195	20.290464	118.74356	-47.036636	-2.2407982	2.360076	25.500011	-12.913267	-105.15912	1.9978654	3023.407338142395
35	617.45135	5.82787	622.5112	607.6621	341.10684	117.13207	556.47076	240.21861	555.70575	124.44372	709.75336	255.24823	-9.25915	1.7098384	-6.7843256	-12.303758	388.67386	140.3545	570.07477	222.93793	1000.0	539.0	900.3	17.6	602.3	139999	104.72702	20.211618	120.05546	-45.026936	104.72704	20.21279	119.40288	-34.21697	-2.2488976	2.3751705	21.676195	-13.48144	-105.682205	2.0001028	3113.625282764435
36	612.71814	11.371362	620.87866	593.09753	326.66458	77.7678	425.687	176.81693	281.10352	148.29588	667.75446	145.12624	-7.6987205	1.350666	-5.8233027	-9.803142	325.4301	121.321335	497.90424	130.49315	1000.0	584.5	465.8	14.3	575.3	143999	105.1654	20.209435	119.59247	-37.610363	105.16545	20.210985	118.871025	-45.650223	-2.3330944	2.322449	31.148136	-12.136501	-106.09458	1.8460709	3202.9754819869995
37	642.9149	17.467428	671.56055	625.09863	392.75867	195.60907	699.44727	139.05809	383.27008	164.37416	603.6834	155.68681	-6.2688227	0.76763165	-4.604595	-6.960508	372.7123	177.4513	591.7452	175.5213	1000.0	638.9	651.2	13.0	620.3	147999	105.67734	19.801428	122.06637	-47.73263	105.67712	19.804512	119.39608	-55.223965	-2.3641143	2.3222382	25.230604	-14.675326	-106.613495	1.9656174	3296.3230748176575
38	636.358	20.754063	658.91016	602.67004	563.66614	107.99147	610.5478	240.19106	511.87286	132.92627	604.48663	246.24902	-7.7961607	1.1332448	-5.7255054	-9.890609	512.83875	148.01256	623.2629	212.29266	1000.0	928.1	825.5	14.0	828.0	151999	106.02719	19.790962	119.29327	-51.73155	106.02716	19.79252	120.19752	-78.72062	-2.3957546	2.2930534	29.137732	-13.826239	-106.9516	1.7675791	3397.895491361618
39	634.61365	10.162705	640.7961	617.0176	382.17438	134.48758	599.37445	272.60474	504.80576	110.88837	600.3973	253.07277	-6.753768	0.54090136	-6.1469336	-8.181808	416.47485	139.36426	613.1505	215.96417	1000.0	623.5	861.6	13.7	676.3	155999	106.66886	19.477667	120.637405	-39.263226	106.66887	19.47797	121.485855	-55.76935	-2.3614552	2.3064632	33.181747	-16.06365	-107.591385	1.823874	3491.6862802505493
40	657.3428	5.060942	662.8455	650.0469	327.87177	77.806984	549.3215	265.42554	365.84775	129.39067	569.3059	167.08728	-6.229045	0.6721969	-4.7876735	-7.4319954	317.95297	57.809643	462.82684	257.20105	1000.0	537.3	612.3	14.3	526.3	159999	107.19424	19.209244	120.244965	-26.958014	107.1942	19.211115	120.23084	-49.39601	-2.3949559	2.305078	24.431238	-14.212762	-108.10477	1.847426	3580.382631778717
41	659.535	10.90216	668.4579	641.1475	518.6087	154.88562	640.4298	215.72916	619.97504	41.67749	693.31036	549.9531	-5.9719076	0.31605116	-5.2879205	-6.417742	620.00073	35.252895	700.61676	546.5083	1000.0	784.9	970.9	14.3	983.4	163999	107.56456	19.117266	120.18123	-67.03153	107.56438	19.11945	120.50736	-58.74988	-2.4421494	2.2566268	24.226292	-14.175737	-108.45894	1.7033837	3686.916137933731
42	656.1258	5.3013487	663.5866	650.91925	435.86945	197.31049	625.8255	174.76953	538.48956	124.08152	626.3657	243.82837	-6.5913935	0.35843435	-5.7217875	-7.197415	507.58798	157.9126	670.7616	182.83578	1000.0	709.5	867.0	13.0	792.0	167999	107.8804	19.19807	121.37311	-26.802147	107.88032	19.198586	121.252716	-30.495224	-2.4512527	2.266757	20.882395	-14.476364	-108.77983	1.6357216	3784.6835837364197
43	655.836	10.526498	667.904	639.3812	433.70044	147.41609	627.95496	262.87784	527.3852	140.48814	684.92847	285.2086	-6.021693	0.6827556	-4.5940776	-6.7794952	523.7958	174.17325	715.6044	189.67503	1000.0	676.7	811.0	13.8	802.1	171999	108.34911	18.993341	120.899704	-62.96801	108.34898	18.996233	120.85329	-87.47849	-2.4639137	2.2794943	30.249187	-14.108685	-109.238464	1.6377419	3883.9942111968994
44	641.8661	13.601566	660.4024	622.88635	403.64908	179.39902	694.086	170.50372	361.82605	113.648094	605.8295	248.30144	-6.558137	0.2670567	-6.0811434	-6.913409	372.2511	95.418175	530.0613	207.77306	1000.0	635.0	636.3	13.8	650.8	175999	108.78099	18.6615	122.88638	-26.646181	108.7811	18.66177	121.6874	-62.467335	-2.5000007	2.2604818	22.749798	-12.933885	-109.66041	1.5154098	3975.7359240055084
45	656.0687	6.247406	662.2883	646.20557	717.2174	65.40329	778.97437	596.6106	526.162	273.28262	788.5986	130.63167	-6.113698	0.3907949	-5.4496326	-6.723998	637.90466	32.428387	694.0078	599.4599	1000.0	1000.0	732.3	13.8	997.4	179999	109.14847	18.67996	122.13271	-31.906374	109.1482	18.685648	121.595	-68.644646	-2.5330586	2.233404	24.017473	-13.142784	-110.036644	1.6725885	4081.969801425934
46	658.541	12.279024	669.29614	637.89044	490.48224	147.14903	695.8069	226.17764	483.75446	177.76741	696.0976	196.8892	-6.3986983	0.45541692	-5.5084534	-6.9289956	513.218	144.80507	624.3901	272.06763	1000.0	791.1	739.7	13.3	845.5	183999	109.56265	18.46245	121.42268	-46.095882	109.5625	18.465801	121.33938	-39.607166	-2.5522966	2.2234197	24.554832	-13.348915	-110.43533	1.4647264	4181.24814081192
47	654.531	13.818605	676.6722	642.18665	435.8045	124.398026	697.5023	178.59521	511.8976	218.53813	736.4163	167.764	-6.360857	0.26209804	-5.84068	-6.7400737	449.7098	84.97216	651.8247	335.04413	1000.0	638.4	745.2	12.8	650.8	187999	109.90569	18.35308	122.079124	-49.65503	109.90574	18.35374	121.84088	-36.268536	-2.54186	2.2330835	24.065117	-14.150858	-110.7753	1.57848	4272.241229295731
48	645.37305	9.085382	655.60583	631.87775	563.609	132.41718	700.89374	258.18384	635.29645	71.465775	758.10156	493.3603	-7.0983963	0.46059072	-6.2272224	-8.079082	627.4634	44.86692	687.25574	529.5112	1000.0	876.0	950.1	12.0	970.1	191999	110.34981	18.165838	123.22826	-45.332783	110.34964	18.167381	122.45118	-49.921253	-2.5493782	2.2074807	22.015045	-16.744669	-111.21324	1.3520633	4378.8268167972565
49	647.91327	28.508707	673.24	602.10114	656.4403	28.248507	700.4238	603.3114	630.6424	84.789604	698.1773	382.2612	-5.93415	0.39240837	-5.2444487	-6.430832	659.03235	23.295311	699.10864	604.4562	1000.0	1000.0	957.4	12.8	1000.0	195999	110.6062	18.017704	122.5385	-43.30955	110.6061	18.018675	122.35507	-48.595966	-2.5880384	2.177668	22.26926	-14.466145	-111.46051	1.4087555	4493.569581270218
50	658.32794	11.571529	672.4303	641.1523	588.181	122.87334	687.40106	270.4473	510.677	201.22153	738.9125	186.18391	-6.3758254	0.62603676	-5.4383445	-7.4066753	588.0646	61.22594	705.489	472.2686	1000.0	893.7	785.0	14.7	913.4	199999	110.89136	17.953594	123.68086	-33.48137	110.8914	17.955803	122.74519	-45.40865	-2.6053007	2.182046	24.05702	-12.25662	-111.761215	1.2468698	4597.427469491959
51	656.5117	11.805128	674.9736	643.2671	401.37195	181.27718	643.1338	175.25278	495.63144	112.06647	631.6605	246.28276	-7.9594283	0.74507165	-6.6429396	-9.146008	457.25226	160.35701	640.2288	223.56429	1000.0	604.2	757.9	14.7	681.2	203999	111.26766	17.6792	123.713974	-28.800154	111.26748	17.68112	123.53866	-31.947184	-2.6122074	2.1517966	20.82335	-13.974712	-112.12148	1.308695	4689.293679475784
52	663.0216	9.266803	677.29474	652.4246	240.3923	73.670616	347.25925	158.65485	318.38324	172.57079	699.1053	143.26897	-6.1705875	0.3513745	-5.694333	-6.788122	434.65314	201.83504	675.73596	134.02553	1000.0	345.7	475.2	12.9	653.8	207999	111.6502	17.667727	123.68163	-44.991947	111.65005	17.669975	123.28246	-56.20471	-2.6105943	2.136282	22.869808	-13.818502	-112.499565	1.4450114	4773.919136762619
53	666.5056	8.4941635	680.0811	656.645	339.28775	62.931225	421.844	226.61867	422.31226	142.40631	659.93054	190.93242	-6.9218206	0.38454065	-6.217105	-7.507197	314.7465	43.096764	383.65607	241.68927	1000.0	537.7	685.1	12.8	500.3	211999	111.9878	17.593687	123.55734	-30.862528	111.9878	17.594805	123.68382	-30.62418	-2.6130488	2.1531277	24.02856	-13.202423	-112.84597	1.4236841	4859.9353284835815
54	667.0548	9.252125	678.8535	652.90894	579.13934	104.88174	681.89746	340.31897	563.71747	100.08128	639.7913	345.32687	-6.014017	0.4631686	-5.4711814	-7.0733404	568.8102	81.71072	648.05066	387.4128	1000.0	908.9	911.1	13.6	871.1	215999	112.21584	17.544739	123.59603	-28.47332	112.21586	17.545918	124.019844	-43.165005	-2.6421313	2.130513	24.364803	-12.694815	-113.050674	1.2563024	4966.971633434296
55	667.36066	9.342048	676.9331	657.51874	338.3102	130.95583	675.1965	210.1806	404.84256	151.67871	731.5033	220.22777	-6.707363	0.51983935	-5.8517265	-7.4717054	440.8758	187.8224	716.6499	235.40523	1000.0	502.1	635.0	12.6	633.3	219999	112.40354	17.510063	124.585014	-43.99572	112.40341	17.511497	124.488205	-65.30847	-2.6911435	2.1152735	28.89844	-12.511568	-113.23973	1.2957685	5053.903309583664
56	665.09796	16.666565	686.15106	639.9568	583.5868	90.7085	656.62085	354.1318	614.671	54.340073	669.2743	484.66937	-6.5802813	1.1482353	-4.6000443	-8.478286	627.58026	25.937164	698.1585	602.87555	1000.0	934.5	969.6	12.7	1000.0	223999	112.72726	17.140827	124.669014	-59.60034	112.72742	17.14037	124.467926	-52.703293	-2.7285235	2.1046612	25.234535	-14.499577	-113.56594	1.4441592	5164.965383529663
57	681.0725	12.109532	701.528	671.7984	443.03995	163.80962	697.24554	254.37537	472.40567	132.76617	667.00806	301.3531	-6.831689	0.24893364	-6.572571	-7.4404635	522.0426	145.77383	673.9031	298.89285	1000.0	663.4	721.4	12.0	810.6	227999	112.99557	17.052952	125.23268	-66.716965	112.99571	17.052385	126.10826	-42.25353	-2.7222207	2.1236587	31.965393	-12.932316	-113.83425	1.2742035	5267.847741365433
